question_number,grammar_ref,unit_number,section_number,question,choice_a,choice_b,choice_c,choice_d,answer
1032,N5,ひっこし / Moving,N5: 96,緑:     : みどり,緑,みどり,greenery,96,greenery
1033,N5,ひっこし / Moving,N5: 96,若い:     : わかい,若い,わかい,young,96,young
1034,N5,ひっこし / Moving,N5: 96,年をとる:     : としをとる,年をとる,としをとる,to get older,96,to get older
1035,N5,ひっこし / Moving,N5: 96,市役所:     : しやくしょ,市役所,しやくしょ,city hall,96,city hall
1036,N5,ひっこし / Moving,N5: 96,広い:     : ひろい,広い,ひろい,spacious,96,spacious
1037,N5,ひっこし / Moving,N5: 96,狭い:     : せまい,狭い,せまい,narrow / small,96,narrow / small
1038,N5,ひっこし / Moving,N5: 96,新しい:     : あたらしい,新しい,あたらしい,new,96,new
1039,N5,ひっこし / Moving,N5: 96,古い:     : ふるい,古い,ふるい,old,96,old
1040,N5,いえにいく / To go to a house,N5: 97,いらっしゃい:     : いらっしゃい,いらっしゃい,いらっしゃい,Welcome!,97,Welcome!
1041,N5,いえにいく / To go to a house,N5: 97,どうぞおあがりください:     : どうぞおあがりください,どうぞおあがりください,どうぞおあがりください,Please come in / Please have a seat,97,Please come in / Please have a seat
1042,N5,いえにいく / To go to a house,N5: 97,失礼します:     : しつれいします,失礼します,しつれいします,Excuse me / May I come in,97,Excuse me / May I come in
1043,N5,いえにいく / To go to a house,N5: 97,そろそろ失礼します:     : そろそろしつれいします,そろそろ失礼します,そろそろしつれいします,I should get going soon,97,I should get going soon
1044,N5,いえにいく / To go to a house,N5: 97,またいらっしゃってください:     : またいらっしゃってください,またいらっしゃってください,またいらっしゃってください,Please come again,97,Please come again
1045,N5,いえにいく / To go to a house,N5: 97,夫:     : おっと,夫,おっと,husband,97,husband
1046,N5,いえにいく / To go to a house,N5: 97,妻:     : つま,妻,つま,wife,97,wife
1047,N5,いえにいく / To go to a house,N5: 97,ご主人:     : ごしゅじん,ご主人,ごしゅじん,(someone else’s) husband,97,(someone else’s) husband
1048,N5,いえにいく / To go to a house,N5: 97,奥さん:     : おくさん,奥さん,おくさん,(someone else’s) wife,97,(someone else’s) wife
1049,N5,いえにいく / To go to a house,N5: 97,紹介（する）:     : しょうかい（する）,紹介（する）,しょうかい（する）,to introduce,97,to introduce
1050,N5,いえにいく / To go to a house,N5: 97,こちらは～さんです:     : こちらは～さんです,こちらは～さんです,こちらは～さんです,This is Mr./Ms. ~,97,This is Mr./Ms. ~
1051,N5,いえにいく / To go to a house,N5: 97,これからお世話になります:     : これからおせわになります,これからお世話になります,これからおせわになります,I’ll be in your care from now on,97,I’ll be in your care from now on
1052,N5,いえにいく / To go to a house,N5: 98,いらっしゃいます:     : いらっしゃいます,いらっしゃいます,いらっしゃいます,(honorific) to be / to go / to come,98,(honorific) to be / to go / to come
1053,N5,いえにいく / To go to a house,N5: 98,独身:     : どくしん,独身,どくしん,single / unmarried,98,single / unmarried
1054,N5,いえにいく / To go to a house,N5: 98,結婚（する）:     : けっこん（する）,結婚（する）,けっこん（する）,to marry,98,to marry
1055,N5,いえにいく / To go to a house,N5: 98,僕:     : ぼく,僕,ぼく,I / me (used by men),98,I / me (used by men)
1056,N5,いえにいく / To go to a house,N5: 98,ありがとうございました:     : ありがとうございました,ありがとうございました,ありがとうございました,Thank you very much,98,Thank you very much
1057,N5,いえにいく / To go to a house,N5: 98,いろいろ:     : いろいろ,いろいろ,いろいろ,various / many things,98,various / many things
1058,N5,いえにいく / To go to a house,N5: 98,お世話になりました:     : おせわになりました,お世話になりました,おせわになりました,Thank you for your help / I appreciate your kindness,98,Thank you for your help / I appreciate your kindness
1059,N5,いえにいく / To go to a house,N5: 98,気をつけて:     : きをつけて,気をつけて,きをつけて,Take care / Be careful,98,Take care / Be careful
1060,N5,いえにいく / To go to a house,N5: 98,危ない:     : あぶない,危ない,あぶない,dangerous / watch out,98,dangerous / watch out
1061,N5,いえにいく / To go to a house,N5: 98,週末:     : しゅうまつ,週末,しゅうまつ,weekend,98,weekend
1062,N5,いえにいく / To go to a house,N5: 98,初め:     : はじめ,初め,はじめ,beginning,98,beginning
1063,N5,いえにいく / To go to a house,N5: 98,今年の初め:     : ことしのはじめ,今年の初め,ことしのはじめ,the beginning of this year,98,the beginning of this year
1064,N5,いえにいく / To go to a house,N5: 98,終わり:     : おわり,終わり,おわり,end,98,end
1065,N5,いえにいく / To go to a house,N5: 99,今年の終わり:     : ことしのおわり,今年の終わり,ことしのおわり,the end of this year,99,the end of this year
1066,N5,いえにいく / To go to a house,N5: 99,一昨日:     : おととい,一昨日,おととい,the day before yesterday,99,the day before yesterday
1067,N5,いえにいく / To go to a house,N5: 99,明後日:     : あさって,明後日,あさって,the day after tomorrow,99,the day after tomorrow
1068,N5,いえにいく / To go to a house,N5: 99,先週:     : せんしゅう,先週,せんしゅう,last week,99,last week
1069,N5,いえにいく / To go to a house,N5: 99,今週:     : こんしゅう,今週,こんしゅう,this week,99,this week
1070,N5,いえにいく / To go to a house,N5: 99,来週:     : らいしゅう,来週,らいしゅう,next week,99,next week
1071,N5,いえにいく / To go to a house,N5: 99,先月:     : せんげつ,先月,せんげつ,last month,99,last month
1072,N5,いえにいく / To go to a house,N5: 99,今月:     : こんげつ,今月,こんげつ,this month,99,this month
1073,N5,いえにいく / To go to a house,N5: 99,来月:     : らいげつ,来月,らいげつ,next month,99,next month
1074,N5,でんき / Electricity,N5: 100,電気:     : でんき,電気,でんき,electricity / light,100,electricity / light
1075,N5,でんき / Electricity,N5: 100,つける:     : つける,つける,つける,to turn on,100,to turn on
1076,N5,でんき / Electricity,N5: 100,消す:     : けす,消す,けす,to turn off / erase,100,to turn off / erase
1077,N5,でんき / Electricity,N5: 100,明るい:     : あかるい,明るい,あかるい,bright,100,bright
1078,N5,でんき / Electricity,N5: 100,暗い:     : くらい,暗い,くらい,dark,100,dark
1079,N5,でんき / Electricity,N5: 100,エアコン:     : エアコン,エアコン,エアコン,air conditioner,100,air conditioner
1080,N5,でんき / Electricity,N5: 100,ビデオ:     : ビデオ,ビデオ,ビデオ,video / VCR,100,video / VCR
1081,N5,でんき / Electricity,N5: 100,スイッチ:     : スイッチ,スイッチ,スイッチ,switch,100,switch
1082,N5,でんき / Electricity,N5: 100,回す:     : まわす,回す,まわす,to turn / rotate,100,to turn / rotate
1083,N5,でんき / Electricity,N5: 100,引く:     : ひく,引く,ひく,to pull,100,to pull
1084,N5,でんき / Electricity,N5: 101,故障（する）:     : こしょう（する）,故障（する）,こしょう（する）,to break down / malfunction,101,to break down / malfunction
1085,N5,でんき / Electricity,N5: 101,修理（する）:     : しゅうり（する）,修理（する）,しゅうり（する）,to repair,101,to repair
1086,N5,でんき / Electricity,N5: 101,呼ぶ:     : よぶ,呼ぶ,よぶ,to call,101,to call
1087,N5,でんき / Electricity,N5: 101,なおす:     : なおす,なおす,なおす,to fix / repair,101,to fix / repair
1088,N5,でんき / Electricity,N5: 101,製品:     : せいひん,製品,せいひん,product / manufactured goods,101,product / manufactured goods
1089,N5,びょうき / Sick,N5: 102,病気:     : びょうき,病気,びょうき,illness / sickness,102,illness / sickness
1090,N5,びょうき / Sick,N5: 102,病院:     : びょういん,病院,びょういん,hospital,102,hospital
1091,N5,びょうき / Sick,N5: 102,どうしましたか:     : どうしましたか,どうしましたか,どうしましたか,what’s wrong?,102,what’s wrong?
1092,N5,びょうき / Sick,N5: 102,熱:     : ねつ,熱,ねつ,fever,102,fever
1093,N5,びょうき / Sick,N5: 102,風邪:     : かぜ,風邪,かぜ,cold,102,cold
1094,N5,びょうき / Sick,N5: 102,インフルエンザ:     : インフルエンザ,インフルエンザ,インフルエンザ,influenza / flu,102,influenza / flu
1095,N5,びょうき / Sick,N5: 102,薬:     : くすり,薬,くすり,medicine,102,medicine
1096,N5,びょうき / Sick,N5: 102,目:     : め,目,め,eye,102,eye
1097,N5,びょうき / Sick,N5: 102,耳:     : みみ,耳,みみ,ear,102,ear
1098,N5,びょうき / Sick,N5: 102,口:     : くち,口,くち,mouth,102,mouth
1099,N5,びょうき / Sick,N5: 102,のど:     : のど,のど,のど,throat,102,throat
1100,N5,びょうき / Sick,N5: 103,頭:     : あたま,頭,あたま,head,103,head
1101,N5,びょうき / Sick,N5: 103,お腹:     : おなか,お腹,おなか,stomach,103,stomach
1102,N5,びょうき / Sick,N5: 103,手:     : て,手,て,hand,103,hand
1103,N5,びょうき / Sick,N5: 103,足:     : あし,足,あし,leg / foot,103,leg / foot
1104,N5,びょうき / Sick,N5: 103,お大事に:     : おだいじに,お大事に,おだいじに,take care (said to the sick),103,take care (said to the sick)
1105,N5,びょうき / Sick,N5: 103,２、３日:     : にさんにち,２、３日,にさんにち,two or three days,103,two or three days
1106,N5,びょうき / Sick,N5: 103,～が痛い:     : ～がいたい,～が痛い,～がいたい,~ hurts,103,~ hurts
1107,N5,びょうき / Sick,N5: 103,歯医者さん:     : はいしゃさん,歯医者さん,はいしゃさん,dentist,103,dentist
1108,N5,びょうき / Sick,N5: 103,一人で:     : ひとりで,一人で,ひとりで,alone,103,alone
1109,N5,びょうき / Sick,N5: 103,健康:     : けんこう,健康,けんこう,health,103,health
1110,N5,びょうき / Sick,N5: 103,保健:     : ほけん,保健,ほけん,health insurance,103,health insurance
1111,N5,びょうき / Sick,N5: 104,健康保険証:     : けんこうほけんしょう,健康保険証,けんこうほけんしょう,health insurance card,104,health insurance card
1112,N5,びょうき / Sick,N5: 104,体調:     : たいちょう,体調,たいちょう,physical condition,104,physical condition
1113,N5,びょうき / Sick,N5: 104,体調がいい:     : たいちょうがいい,体調がいい,たいちょうがいい,to feel well,104,to feel well
1114,N5,びょうき / Sick,N5: 104,体調が悪い:     : たいちょうがわるい,体調が悪い,たいちょうがわるい,to feel unwell,104,to feel unwell
1115,N5,おげんきですか / How are you,N5: 105,体:     : からだ,体,からだ,body,105,body
1116,N5,おげんきですか / How are you,N5: 105,体にいい:     : からだにいい,体にいい,からだにいい,good for the body,105,good for the body
1117,N5,おげんきですか / How are you,N5: 105,調子:     : ちょうし,調子,ちょうし,condition / tone,105,condition / tone
1118,N5,おげんきですか / How are you,N5: 105,調子がいい:     : ちょうしがいい,調子がいい,ちょうしがいい,feeling good,105,feeling good
1119,N5,おげんきですか / How are you,N5: 105,調子が悪い:     : ちょうしがわるい,調子が悪い,ちょうしがわるい,feeling bad,105,feeling bad
1120,N5,おげんきですか / How are you,N5: 105,疲れる:     : つかれる,疲れる,つかれる,to get tired,105,to get tired
1121,N5,おげんきですか / How are you,N5: 105,眠い:     : ねむい,眠い,ねむい,sleepy,105,sleepy
1122,N5,おげんきですか / How are you,N5: 105,早く:     : はやく,早く,はやく,quickly / early,105,quickly / early
1123,N5,おげんきですか / How are you,N5: 105,大変な:     : たいへんな,大変な,たいへんな,hard / tough,105,hard / tough
1124,N5,おげんきですか / How are you,N5: 105,最近:     : さいきん,最近,さいきん,recently,105,recently
1125,N5,おげんきですか / How are you,N5: 106,心配（する）:     : しんぱい（する）,心配（する）,しんぱい（する）,to worry,106,to worry
1126,N5,おげんきですか / How are you,N5: 106,たばこ:     : たばこ,たばこ,たばこ,tobacco / cigarette,106,tobacco / cigarette
1127,N5,おげんきですか / How are you,N5: 106,吸う:     : すう,吸う,すう,to smoke / to inhale,106,to smoke / to inhale
1128,N5,おげんきですか / How are you,N5: 106,禁煙:     : きんえん,禁煙,きんえん,no smoking,106,no smoking
1129,N5,おげんきですか / How are you,N5: 106,大丈夫な:     : だいじょうぶな,大丈夫な,だいじょうぶな,okay / fine,106,okay / fine
1130,N5,おげんきですか / How are you,N5: 106,無理な:     : むりな,無理な,むりな,impossible / unreasonable,106,impossible / unreasonable
1131,N5,おげんきですか / How are you,N5: 106,ダイエット:     : ダイエット,ダイエット,ダイエット,diet,106,diet
1132,N5,おげんきですか / How are you,N5: 106,思い出す:     : おもいだす,思い出す,おもいだす,to recall / remember,106,to recall / remember
1133,N5,おげんきですか / How are you,N5: 106,寂しい:     : さびしい,寂しい,さびしい,lonely,106,lonely
1134,N5,おげんきですか / How are you,N5: 106,お久しぶりです:     : おひさしぶりです,お久しぶりです,おひさしぶりです,long time no see,106,long time no see
1135,N5,おげんきですか / How are you,N5: 106,あっ:     : あっ,あっ,あっ,ah / oh,106,ah / oh
1136,N5,おげんきですか / How are you,N5: 106,お元気ですか:     : おげんきですか,お元気ですか,おげんきですか,how are you,106,how are you
1137,N5,おげんきですか / How are you,N5: 106,おかげさまで:     : おかげさまで,おかげさまで,おかげさまで,thanks to you (I’m fine),106,thanks to you (I’m fine)
1138,N5,たいせつなもの / Important thing,N5: 107,パスポート:     : パスポート,パスポート,パスポート,passport,107,passport
1139,N5,たいせつなもの / Important thing,N5: 107,ビザ:     : ビザ,ビザ,ビザ,visa,107,visa
1140,N5,たいせつなもの / Important thing,N5: 107,大使館:     : たいしかん,大使館,たいしかん,embassy,107,embassy
1141,N5,たいせつなもの / Important thing,N5: 107,大切な:     : たいせつな,大切な,たいせつな,important,107,important
1142,N5,たいせつなもの / Important thing,N5: 107,なくす:     : なくす,なくす,なくす,to lose,107,to lose
1143,N5,たいせつなもの / Important thing,N5: 107,貸す:     : かす,貸す,かす,to lend,107,to lend
1144,N5,たいせつなもの / Important thing,N5: 107,借りる:     : かりる,借りる,かりる,to borrow,107,to borrow
1145,N5,たいせつなもの / Important thing,N5: 107,返す:     : かえす,返す,かえす,to return,107,to return
1146,N5,たいせつなもの / Important thing,N5: 107,無駄な:     : むだな,無駄な,むだな,wasteful,107,wasteful
1147,N5,たいせつなもの / Important thing,N5: 107,いる:     : いる,いる,いる,to need,107,to need
1148,N5,たいせつなもの / Important thing,N5: 107,えっ:     : えっ,えっ,えっ,huh? / what?,107,huh? / what?
1149,N5,たいせつなもの / Important thing,N5: 107,本当:     : ほんとう,本当,ほんとう,truth / really,107,truth / really
1150,N5,たいせつなもの / Important thing,N5: 108,嘘:     : うそ,嘘,うそ,lie / falsehood,108,lie / falsehood
1151,N5,たいせつなもの / Important thing,N5: 108,こと:     : こと,こと,こと,thing / matter (abstract),108,thing / matter (abstract)
1152,N5,たいせつなもの / Important thing,N5: 108,おいのり:     : おいのり,おいのり,おいのり,prayer,108,prayer
1153,N5,たいせつなもの / Important thing,N5: 108,触る:     : さわる,触る,さわる,to touch,108,to touch
1154,N5,しょうらい / Future,N5: 109,将来:     : しょうらい,将来,しょうらい,future,109,future
1155,N5,しょうらい / Future,N5: 109,夢:     : ゆめ,夢,ゆめ,dream,109,dream
1156,N5,しょうらい / Future,N5: 109,留学（する）:     : りゅうがく（する）,留学（する）,りゅうがく（する）,to study abroad,109,to study abroad
1157,N5,しょうらい / Future,N5: 109,研究（する）:     : けんきゅう（する）,研究（する）,けんきゅう（する）,to research,109,to research
1158,N5,しょうらい / Future,N5: 109,研究者:     : けんきゅうしゃ,研究者,けんきゅうしゃ,researcher,109,researcher
1159,N5,しょうらい / Future,N5: 109,大学院:     : だいがくいん,大学院,だいがくいん,graduate school,109,graduate school
1160,N5,しょうらい / Future,N5: 109,専門:     : せんもん,専門,せんもん,specialty / major,109,specialty / major
1161,N5,しょうらい / Future,N5: 109,経済:     : けいざい,経済,けいざい,economics,109,economics
1162,N5,しょうらい / Future,N5: 109,美術:     : びじゅつ,美術,びじゅつ,art,109,art
1163,N5,しょうらい / Future,N5: 109,地球:     : ちきゅう,地球,ちきゅう,Earth,109,Earth
1164,N5,しょうらい / Future,N5: 110,～について:     : ～について,～について,～について,about / regarding,110,about / regarding
1165,N5,しょうらい / Future,N5: 110,やめる:     : やめる,やめる,やめる,to quit / stop,110,to quit / stop
1166,N5,しょうらい / Future,N5: 110,考える:     : かんがえる,考える,かんがえる,to think,110,to think
1167,N5,しょうらい / Future,N5: 110,もう:     : もう,もう,もう,already,110,already
1168,N5,しょうらい / Future,N5: 110,まだ:     : まだ,まだ,まだ,still / not yet,110,still / not yet
1169,N5,しょうらい / Future,N5: 110,これから:     : これから,これから,これから,from now on,110,from now on
1170,N5,他の言葉 / Other words,N5: 111,そして:     : そして,そして,そして,and then,111,and then
1171,N5,他の言葉 / Other words,N5: 111,前:     : まえ,前,まえ,before / in front,111,before / in front
1172,N5,他の言葉 / Other words,N5: 111,後:     : あと,後,あと,after / later,111,after / later
1173,N5,他の言葉 / Other words,N5: 111,もうすぐ:     : もうすぐ,もうすぐ,もうすぐ,soon,111,soon
1174,N5,他の言葉 / Other words,N5: 111,すぐ:     : すぐ,すぐ,すぐ,immediately,111,immediately
1175,N5,他の言葉 / Other words,N5: 111,後で:     : あとで,後で,あとで,later,111,later
1176,N5,他の言葉 / Other words,N5: 111,また:     : また,また,また,again,111,again
1177,N5,他の言葉 / Other words,N5: 111,までに:     : までに,までに,までに,by (time limit),111,by (time limit)
1178,N5,他の言葉 / Other words,N5: 111,ですから、～:     : ですから、～,ですから、～,ですから、～,therefore / so,111,therefore / so
1179,N5,他の言葉 / Other words,N5: 111,だから、～:     : だから、～,だから、～,だから、～,so / that’s why,111,so / that’s why
1180,N5,他の言葉 / Other words,N5: 111,そんなに:     : そんなに,そんなに,そんなに,not so much / that much,111,not so much / that much
1181,N5,他の言葉 / Other words,N5: 112,だんだん:     : だんだん,だんだん,だんだん,gradually,112,gradually
1182,N5,他の言葉 / Other words,N5: 112,みなさん:     : みなさん,みなさん,みなさん,everyone,112,everyone
1183,N5,他の言葉 / Other words,N5: 112,へえ:     : へえ,へえ,へえ,wow / really?,112,wow / really?
1184,N5,他の言葉 / Other words,N5: 112,すごい:     : すごい,すごい,すごい,amazing / great,112,amazing / great
1185,N5,他の言葉 / Other words,N5: 112,特に:     : とくに,特に,とくに,especially,112,especially
1186,N5,他の言葉 / Other words,N5: 112,なかなか:     : なかなか,なかなか,なかなか,quite / hardly (w. neg.),112,quite / hardly (w. neg.)
1187,N5,他の言葉 / Other words,N5: 112,～が、:     : ～が、,～が、,～が、,but / however,112,but / however
1188,N5,他の言葉 / Other words,N5: 112,～けど、:     : ～けど、,～けど、,～けど、,but / though,112,but / though
1189,N5,他の言葉 / Other words,N5: 112,そうですね:     : そうですね,そうですね,そうですね,that’s right / let me see,112,that’s right / let me see
1190,N5,他の言葉 / Other words,N5: 112,失礼ですが、:     : しつれいですが、,失礼ですが、,しつれいですが、,"excuse me, but...",112,"excuse me, but..."
1191,N5,他の言葉 / Other words,N5: 112,聞く:     : きく,聞く,きく,to ask / to listen,112,to ask / to listen
1192,N5,他の言葉 / Other words,N5: 112,あのー:     : あのー,あのー,あのー,um... (hesitation),112,um... (hesitation)
1193,N5,他の言葉 / Other words,N5: 112,えーっと:     : えーっと,えーっと,えーっと,let’s see... (thinking),112,let’s see... (thinking)
1194,N5,他の言葉 / Other words,N5: 113,でも:     : でも,でも,でも,but / however,113,but / however
1195,N5,他の言葉 / Other words,N5: 113,どうして:     : どうして,どうして,どうして,why,113,why
1196,N5,他の言葉 / Other words,N5: 113,～から:     : ～から,～から,～から,because ~,113,because ~
1197,N5,他の言葉 / Other words,N5: 113,そうですか:     : そうですか,そうですか,そうですか,I see / really,113,I see / really
1198,N5,他の言葉 / Other words,N5: 113,わかりました:     : わかりました,わかりました,わかりました,I understand / got it,113,I understand / got it
